ID_Cliente,Fecha_Mes,Suscripcion_Activa,Interacciones_Soporte,Uso_Del_Servicio
310,2025-01-01,1,1,23.6
310,2025-02-01,1,0,34.5
310,2025-03-01,1,0,31.4
310,2025-04-01,1,0,30.9
310,2025-05-01,1,1,26.6
310,2025-06-01,1,0,30.2
310,2025-07-01,1,0,30.7
310,2025-08-01,1,1,27.3
310,2025-09-01,0,0,31.0
311,2025-01-01,1,0,21.8
311,2025-02-01,1,1,17.6
311,2025-03-01,1,1,16.2
311,2025-04-01,1,0,18.8
311,2025-05-01,1,0,11.3
311,2025-06-01,1,1,4.5
311,2025-07-01,1,0,2.1
311,2025-08-01,1,0,9.7
311,2025-09-01,0,0,4.2
312,2025-02-01,1,0,20.0
312,2025-03-01,1,0,18.5
312,2025-04-01,0,0,19.4
313,2025-10-01,1,0,3.3
313,2025-11-01,1,0,0.0
313,2025-12-01,1,0,0.0
314,2025-01-01,1,0,25.8
314,2025-02-01,1,0,22.9
314,2025-03-01,0,0,18.0
315,2024-10-01,1,0,2.6
315,2024-11-01,1,1,7.7
315,2024-12-01,0,0,7.5
316,2025-06-01,1,0,33.0
316,2025-07-01,0,0,29.1
317,2025-08-01,1,1,11.9
317,2025-09-01,1,0,24.3
317,2025-10-01,0,0,13.4
318,2025-09-01,1,0,23.1
318,2025-10-01,1,0,10.7
318,2025-11-01,1,0,16.3
318,2025-12-01,1,0,10.5
319,2025-01-01,1,2,25.5
319,2025-02-01,1,0,22.4
319,2025-03-01,0,0,23.9
320,2025-07-01,1,1,31.5
320,2025-08-01,1,0,22.8
320,2025-09-01,1,1,25.7
320,2025-10-01,1,0,19.1
320,2025-11-01,1,1,25.3
320,2025-12-01,1,1,24.7
321,2025-07-01,1,0,19.3
321,2025-08-01,1,0,22.5
321,2025-09-01,1,0,23.1
321,2025-10-01,1,0,19.1
321,2025-11-01,1,1,14.6
321,2025-12-01,1,0,16.5
322,2025-05-01,1,0,18.7
322,2025-06-01,1,0,16.5
322,2025-07-01,0,2,13.0
323,2024-09-01,1,2,32.7
323,2024-10-01,1,0,31.7
323,2024-11-01,1,0,35.1
323,2024-12-01,1,0,31.0
323,2025-01-01,1,0,27.5
323,2025-02-01,1,1,33.6
323,2025-03-01,1,0,37.7
323,2025-04-01,1,1,34.3
323,2025-05-01,1,0,31.3
323,2025-06-01,1,0,26.5
323,2025-07-01,1,0,35.8
323,2025-08-01,1,1,33.4
323,2025-09-01,1,1,27.3
323,2025-10-01,1,2,28.4
323,2025-11-01,1,1,30.9
323,2025-12-01,1,0,30.8
324,2024-09-01,1,0,21.2
324,2024-10-01,1,0,24.7
324,2024-11-01,1,1,24.3
324,2024-12-01,1,0,20.2
324,2025-01-01,1,0,26.7
324,2025-02-01,1,0,29.1
324,2025-03-01,1,0,23.5
324,2025-04-01,1,0,21.6
324,2025-05-01,1,0,22.5
324,2025-06-01,1,0,26.3
324,2025-07-01,1,2,26.2
324,2025-08-01,1,0,26.4
324,2025-09-01,0,1,26.0
325,2024-10-01,1,2,23.2
325,2024-11-01,1,0,20.1
325,2024-12-01,1,0,23.3
325,2025-01-01,1,0,19.5
325,2025-02-01,1,1,20.1
325,2025-03-01,0,2,24.6
326,2024-10-01,1,0,16.4
326,2024-11-01,1,0,16.7
326,2024-12-01,1,0,20.0
326,2025-01-01,0,0,16.9
327,2025-04-01,1,0,4.4
327,2025-05-01,1,0,12.7
327,2025-06-01,1,1,4.8
327,2025-07-01,0,2,0.0
328,2025-09-01,1,0,8.4
328,2025-10-01,1,0,8.8
328,2025-11-01,1,1,7.1
328,2025-12-01,1,0,14.7
329,2025-07-01,0,1,2.7
330,2024-10-01,1,2,17.6
330,2024-11-01,1,0,8.6
330,2024-12-01,1,0,11.7
330,2025-01-01,0,0,19.6
331,2025-12-01,1,0,20.7
332,2025-05-01,1,2,6.3
332,2025-06-01,1,1,9.9
332,2025-07-01,1,0,9.3
332,2025-08-01,1,1,5.8
332,2025-09-01,1,0,14.6
332,2025-10-01,0,1,11.2
333,2025-02-01,1,0,10.5
333,2025-03-01,1,0,9.8
333,2025-04-01,1,0,8.0
333,2025-05-01,0,0,4.5
334,2025-08-01,1,0,32.3
334,2025-09-01,1,0,31.1
334,2025-10-01,1,1,24.6
334,2025-11-01,1,0,34.1
334,2025-12-01,1,1,35.2
335,2025-08-01,1,0,18.6
335,2025-09-01,1,1,17.0
335,2025-10-01,1,0,24.8
335,2025-11-01,0,1,25.9
336,2025-10-01,1,0,14.6
336,2025-11-01,1,2,17.1
336,2025-12-01,0,0,14.3
337,2024-07-01,1,0,23.1
337,2024-08-01,1,0,20.1
337,2024-09-01,1,0,23.3
337,2024-10-01,1,0,22.3
337,2024-11-01,1,1,28.3
337,2024-12-01,1,0,22.2
337,2025-01-01,1,0,22.6
337,2025-02-01,1,0,25.9
337,2025-03-01,1,0,22.7
337,2025-04-01,1,0,26.7
337,2025-05-01,1,0,25.6
337,2025-06-01,1,0,27.4
337,2025-07-01,1,0,30.9
337,2025-08-01,1,1,25.7
337,2025-09-01,1,0,20.1
337,2025-10-01,1,0,20.7
337,2025-11-01,1,0,22.6
337,2025-12-01,1,1,26.5
338,2025-08-01,1,0,28.3
338,2025-09-01,1,0,22.8
338,2025-10-01,0,1,27.3
339,2024-09-01,1,2,9.3
339,2024-10-01,0,0,17.0
340,2025-12-01,0,2,22.5
341,2025-08-01,1,0,9.8
341,2025-09-01,1,0,7.6
341,2025-10-01,0,0,9.3
342,2025-04-01,1,0,27.1
342,2025-05-01,1,2,22.6
342,2025-06-01,0,0,18.2
343,2025-10-01,1,0,17.6
343,2025-11-01,1,1,13.3
343,2025-12-01,1,1,6.1
344,2024-07-01,1,0,16.1
344,2024-08-01,1,1,10.4
344,2024-09-01,1,0,7.1
344,2024-10-01,0,0,6.5
345,2024-09-01,1,0,17.5
345,2024-10-01,1,0,16.2
345,2024-11-01,1,0,18.0
345,2024-12-01,1,0,18.2
345,2025-01-01,1,1,12.5
345,2025-02-01,1,0,14.4
345,2025-03-01,1,0,8.6
345,2025-04-01,1,2,17.1
345,2025-05-01,1,0,16.3
345,2025-06-01,0,0,13.6
346,2025-12-01,1,0,24.1
347,2025-09-01,1,0,2.2
347,2025-10-01,0,1,2.7
348,2025-01-01,1,0,15.1
348,2025-02-01,1,1,20.2
348,2025-03-01,1,0,15.2
348,2025-04-01,1,0,19.3
348,2025-05-01,1,0,14.0
348,2025-06-01,1,0,15.8
348,2025-07-01,1,0,20.4
348,2025-08-01,1,0,15.6
348,2025-09-01,1,2,21.7
348,2025-10-01,1,0,14.5
348,2025-11-01,0,0,17.7
349,2024-09-01,1,0,23.0
349,2024-10-01,1,1,23.2
349,2024-11-01,1,0,17.9
349,2024-12-01,1,2,11.8
349,2025-01-01,1,0,13.3
349,2025-02-01,1,0,8.3
349,2025-03-01,0,1,2.7
350,2025-10-01,1,0,19.3
350,2025-11-01,1,0,22.1
350,2025-12-01,1,1,14.4
351,2025-11-01,1,0,3.8
351,2025-12-01,1,2,3.8
352,2025-02-01,1,1,3.4
352,2025-03-01,1,0,10.5
352,2025-04-01,1,0,7.8
352,2025-05-01,1,1,3.1
352,2025-06-01,0,2,3.0
353,2025-11-01,1,1,0.0
353,2025-12-01,1,2,1.0
354,2025-11-01,1,1,25.7
354,2025-12-01,1,0,20.3
355,2024-12-01,1,0,0.0
355,2025-01-01,1,0,6.2
355,2025-02-01,1,1,5.1
355,2025-03-01,0,1,4.9
356,2024-12-01,1,0,9.6
356,2025-01-01,1,0,13.2
356,2025-02-01,0,0,8.8
357,2024-12-01,1,0,16.3
357,2025-01-01,1,0,20.3
357,2025-02-01,0,1,19.1
358,2024-10-01,1,0,12.1
358,2024-11-01,1,1,7.0
358,2024-12-01,1,0,12.2
358,2025-01-01,1,0,13.9
358,2025-02-01,1,0,13.7
358,2025-03-01,1,0,17.5
358,2025-04-01,1,0,14.1
358,2025-05-01,1,0,12.5
358,2025-06-01,1,0,17.9
358,2025-07-01,1,0,11.5
358,2025-08-01,1,0,16.3
358,2025-09-01,1,0,13.2
358,2025-10-01,1,0,13.1
358,2025-11-01,1,0,13.4
358,2025-12-01,1,0,14.3
359,2025-06-01,1,0,17.8
359,2025-07-01,1,0,8.7
359,2025-08-01,1,0,10.8
359,2025-09-01,1,0,13.0
359,2025-10-01,1,3,0.9
359,2025-11-01,0,3,6.4
360,2025-01-01,1,0,3.8
360,2025-02-01,0,0,0.0
361,2024-10-01,1,1,15.8
361,2024-11-01,1,0,16.2
361,2024-12-01,0,0,13.1
362,2025-01-01,1,0,23.9
362,2025-02-01,1,0,23.9
362,2025-03-01,1,0,15.3
362,2025-04-01,1,1,20.0
362,2025-05-01,1,0,19.7
362,2025-06-01,1,0,25.4
362,2025-07-01,1,0,22.1
362,2025-08-01,1,0,25.9
362,2025-09-01,1,2,19.8
362,2025-10-01,1,0,21.6
362,2025-11-01,0,1,29.5
363,2025-11-01,1,0,18.8
363,2025-12-01,1,0,26.6
364,2025-07-01,1,0,29.8
364,2025-08-01,1,0,33.5
364,2025-09-01,0,0,34.7
365,2024-10-01,1,1,20.3
365,2024-11-01,1,1,24.4
365,2024-12-01,1,1,23.0
365,2025-01-01,0,1,18.8
366,2024-12-01,1,1,9.6
366,2025-01-01,1,0,8.6
366,2025-02-01,0,1,9.4
367,2025-07-01,1,0,14.8
367,2025-08-01,1,0,13.5
367,2025-09-01,1,0,13.4
367,2025-10-01,1,0,12.6
367,2025-11-01,1,0,15.2
367,2025-12-01,1,0,20.3
368,2025-10-01,1,1,23.7
368,2025-11-01,1,0,29.8
368,2025-12-01,1,0,29.7
369,2025-02-01,1,0,31.0
369,2025-03-01,1,0,31.8
369,2025-04-01,1,0,33.8
369,2025-05-01,1,0,31.3
369,2025-06-01,1,0,26.0
369,2025-07-01,1,0,32.4
369,2025-08-01,1,0,31.8
369,2025-09-01,1,1,29.3
369,2025-10-01,1,0,26.5
369,2025-11-01,1,2,29.2
369,2025-12-01,1,1,32.3
370,2025-12-01,1,0,35.2
371,2025-09-01,1,0,16.4
371,2025-10-01,1,0,16.4
371,2025-11-01,1,0,14.0
371,2025-12-01,1,0,12.5
372,2025-03-01,1,1,13.8
372,2025-04-01,1,0,20.0
372,2025-05-01,0,1,16.7
373,2025-10-01,1,1,14.7
373,2025-11-01,1,0,8.3
373,2025-12-01,1,0,11.3
374,2025-02-01,1,2,16.0
374,2025-03-01,0,0,15.5
375,2025-03-01,1,1,30.8
375,2025-04-01,1,0,23.3
375,2025-05-01,1,0,31.8
375,2025-06-01,1,1,31.6
375,2025-07-01,1,0,25.9
375,2025-08-01,0,1,26.1
376,2025-07-01,1,0,15.6
376,2025-08-01,1,0,14.9
376,2025-09-01,1,0,10.4
376,2025-10-01,1,0,17.0
376,2025-11-01,1,1,17.0
376,2025-12-01,1,0,15.0
377,2025-06-01,1,1,0.0
377,2025-07-01,1,1,9.4
377,2025-08-01,0,2,1.8
378,2025-12-01,1,0,14.2
379,2025-08-01,1,0,7.3
379,2025-09-01,1,1,4.6
379,2025-10-01,1,1,7.4
379,2025-11-01,1,1,6.8
379,2025-12-01,1,2,9.9
380,2024-08-01,1,3,17.9
380,2024-09-01,1,1,14.6
380,2024-10-01,0,0,14.5
381,2025-10-01,1,0,10.2
381,2025-11-01,1,0,17.9
381,2025-12-01,0,0,17.4
382,2024-07-01,1,0,25.1
382,2024-08-01,1,0,21.7
382,2024-09-01,1,0,27.4
382,2024-10-01,1,1,26.0
382,2024-11-01,1,1,24.2
382,2024-12-01,1,0,26.0
382,2025-01-01,1,0,23.5
382,2025-02-01,1,0,30.0
382,2025-03-01,1,0,23.5
382,2025-04-01,1,0,21.2
382,2025-05-01,1,0,25.2
382,2025-06-01,1,0,24.7
382,2025-07-01,1,0,27.9
382,2025-08-01,1,0,24.2
382,2025-09-01,1,0,26.6
382,2025-10-01,1,0,29.0
382,2025-11-01,1,0,25.8
382,2025-12-01,1,0,21.8
383,2025-06-01,0,3,4.9
384,2025-11-01,1,0,14.9
384,2025-12-01,1,0,11.0
385,2025-07-01,1,0,15.7
385,2025-08-01,0,1,13.2
386,2024-07-01,1,0,23.7
386,2024-08-01,1,0,25.8
386,2024-09-01,1,0,27.3
386,2024-10-01,1,0,26.1
386,2024-11-01,1,1,24.8
386,2024-12-01,1,1,21.1
386,2025-01-01,1,0,34.2
386,2025-02-01,1,0,27.8
386,2025-03-01,1,0,23.2
386,2025-04-01,1,1,27.1
386,2025-05-01,0,0,24.7
387,2025-03-01,1,0,21.0
387,2025-04-01,1,0,24.4
387,2025-05-01,1,0,26.6
387,2025-06-01,1,0,19.6
387,2025-07-01,1,0,25.1
387,2025-08-01,1,0,25.7
387,2025-09-01,1,0,25.2
387,2025-10-01,1,0,34.1
387,2025-11-01,1,3,24.0
387,2025-12-01,1,0,25.9
388,2024-08-01,1,0,27.1
388,2024-09-01,1,0,24.0
388,2024-10-01,0,0,31.7
389,2025-07-01,1,0,17.0
389,2025-08-01,1,0,16.2
389,2025-09-01,0,0,9.4
390,2025-11-01,1,0,12.8
390,2025-12-01,1,0,22.1
391,2025-04-01,1,2,7.2
391,2025-05-01,0,1,6.1
392,2025-11-01,1,0,21.3
392,2025-12-01,1,1,12.9
393,2025-02-01,1,0,15.7
393,2025-03-01,1,0,17.0
393,2025-04-01,0,0,18.1
394,2025-10-01,1,0,28.7
394,2025-11-01,1,0,19.7
394,2025-12-01,1,1,21.6
395,2024-08-01,1,0,11.9
395,2024-09-01,1,1,7.7
395,2024-10-01,1,0,3.2
395,2024-11-01,1,1,1.4
395,2024-12-01,1,0,5.2
395,2025-01-01,1,0,0.0
395,2025-02-01,0,0,0.2
396,2025-02-01,0,0,31.6
397,2025-08-01,1,0,6.5
397,2025-09-01,1,0,5.0
397,2025-10-01,0,0,4.9
398,2025-02-01,1,0,13.5
398,2025-03-01,1,1,7.3
398,2025-04-01,1,0,13.5
398,2025-05-01,1,1,5.8
398,2025-06-01,1,0,7.7
398,2025-07-01,1,1,8.1
398,2025-08-01,1,0,4.4
398,2025-09-01,1,1,0.0
398,2025-10-01,1,1,0.0
398,2025-11-01,1,2,0.0
398,2025-12-01,1,0,0.0
399,2025-04-01,1,0,21.6
399,2025-05-01,1,0,22.4
399,2025-06-01,0,1,13.8
400,2024-12-01,1,0,9.7
400,2025-01-01,0,1,3.2
401,2025-07-01,1,1,17.5
401,2025-08-01,1,0,16.6
401,2025-09-01,1,1,15.5
401,2025-10-01,1,0,5.4
401,2025-11-01,0,1,7.8
402,2025-06-01,1,1,22.4
402,2025-07-01,1,0,18.7
402,2025-08-01,1,2,23.9
402,2025-09-01,0,0,22.4
403,2024-09-01,1,0,28.7
403,2024-10-01,1,0,26.4
403,2024-11-01,1,0,18.8
403,2024-12-01,1,1,26.2
403,2025-01-01,1,0,15.1
403,2025-02-01,1,0,14.7
403,2025-03-01,1,0,14.4
403,2025-04-01,1,3,4.4
403,2025-05-01,0,0,0.0
404,2024-11-01,1,0,6.8
404,2024-12-01,1,0,8.5
404,2025-01-01,1,0,8.2
404,2025-02-01,1,3,6.0
404,2025-03-01,1,0,10.5
404,2025-04-01,0,0,14.7
405,2025-01-01,1,0,13.3
405,2025-02-01,1,2,7.5
405,2025-03-01,0,0,11.1
406,2024-09-01,1,0,12.9
406,2024-10-01,1,0,10.5
406,2024-11-01,0,1,11.0
407,2024-10-01,1,0,11.4
407,2024-11-01,1,0,11.0
407,2024-12-01,1,1,6.7
407,2025-01-01,1,1,2.3
407,2025-02-01,1,1,5.9
407,2025-03-01,1,1,5.6
407,2025-04-01,1,0,5.2
407,2025-05-01,0,2,0.0
408,2024-12-01,1,0,11.5
408,2025-01-01,1,0,5.3
408,2025-02-01,1,0,5.6
408,2025-03-01,1,0,5.6
408,2025-04-01,1,1,7.6
408,2025-05-01,1,1,7.2
408,2025-06-01,1,1,2.2
408,2025-07-01,1,1,3.9
408,2025-08-01,1,1,2.4
408,2025-09-01,0,2,0.0
409,2025-06-01,1,0,29.0
409,2025-07-01,1,0,21.2
409,2025-08-01,1,0,19.8
409,2025-09-01,1,0,24.0
409,2025-10-01,1,0,27.3
409,2025-11-01,1,0,23.1
409,2025-12-01,0,0,28.3
410,2024-08-01,1,2,6.2
410,2024-09-01,1,1,6.1
410,2024-10-01,0,1,3.7
411,2025-09-01,1,0,10.6
411,2025-10-01,1,0,12.1
411,2025-11-01,1,1,13.6
411,2025-12-01,1,1,17.2
412,2025-01-01,1,2,40.9
412,2025-02-01,1,0,41.4
412,2025-03-01,0,0,31.6
413,2024-07-01,1,0,26.6
413,2024-08-01,1,0,23.8
413,2024-09-01,0,1,16.8
414,2025-08-01,1,0,23.7
414,2025-09-01,1,0,25.6
414,2025-10-01,1,0,15.4
414,2025-11-01,1,0,10.9
414,2025-12-01,1,0,16.1
415,2025-08-01,1,0,31.3
415,2025-09-01,1,0,26.5
415,2025-10-01,1,0,28.4
415,2025-11-01,1,1,30.0
415,2025-12-01,1,1,32.7
416,2025-02-01,1,0,21.9
416,2025-03-01,1,1,18.2
416,2025-04-01,1,0,13.5
416,2025-05-01,1,0,15.7
416,2025-06-01,1,0,11.7
416,2025-07-01,1,0,9.0
416,2025-08-01,1,1,3.7
416,2025-09-01,1,0,10.4
416,2025-10-01,0,1,0.6
417,2025-02-01,1,0,11.7
417,2025-03-01,1,0,9.7
417,2025-04-01,1,1,7.3
417,2025-05-01,1,0,11.8
417,2025-06-01,1,0,6.7
417,2025-07-01,1,0,13.2
417,2025-08-01,1,0,14.2
417,2025-09-01,1,1,7.9
417,2025-10-01,0,1,9.6
418,2024-08-01,1,0,4.9
418,2024-09-01,1,1,10.9
418,2024-10-01,0,1,4.8
419,2025-12-01,1,0,19.9
420,2025-02-01,1,0,35.2
420,2025-03-01,1,1,34.3
420,2025-04-01,1,1,26.0
420,2025-05-01,1,0,26.3
420,2025-06-01,1,0,26.0
420,2025-07-01,1,0,30.8
420,2025-08-01,1,0,30.0
420,2025-09-01,1,0,28.1
420,2025-10-01,1,0,25.9
420,2025-11-01,1,0,29.1
420,2025-12-01,1,0,31.2
421,2025-05-01,1,0,28.8
421,2025-06-01,1,0,29.1
421,2025-07-01,1,0,17.5
421,2025-08-01,1,1,15.6
421,2025-09-01,1,0,14.7
421,2025-10-01,1,0,17.0
421,2025-11-01,1,1,11.2
421,2025-12-01,1,1,2.7
422,2024-07-01,1,0,20.6
422,2024-08-01,1,0,18.3
422,2024-09-01,1,0,20.1
422,2024-10-01,1,0,19.2
422,2024-11-01,1,0,11.8
422,2024-12-01,1,0,12.4
422,2025-01-01,1,1,12.8
422,2025-02-01,1,0,20.3
422,2025-03-01,1,0,24.1
422,2025-04-01,1,0,22.8
422,2025-05-01,1,0,16.0
422,2025-06-01,1,0,17.6
422,2025-07-01,1,0,20.1
422,2025-08-01,1,1,17.6
422,2025-09-01,1,0,12.4
422,2025-10-01,0,0,14.4
423,2025-04-01,1,0,29.4
423,2025-05-01,1,1,33.0
423,2025-06-01,1,0,29.3
423,2025-07-01,1,0,30.0
423,2025-08-01,1,0,32.3
423,2025-09-01,1,0,28.0
423,2025-10-01,0,1,33.2
424,2024-10-01,1,0,13.1
424,2024-11-01,1,0,15.3
424,2024-12-01,1,0,9.6
424,2025-01-01,1,1,18.2
424,2025-02-01,1,0,9.8
424,2025-03-01,1,1,11.1
424,2025-04-01,0,0,14.4
425,2025-06-01,1,0,5.7
425,2025-07-01,1,0,15.1
425,2025-08-01,1,1,7.1
425,2025-09-01,1,0,7.5
425,2025-10-01,1,0,5.1
425,2025-11-01,1,2,4.3
425,2025-12-01,0,1,0.0
426,2025-10-01,1,1,13.6
426,2025-11-01,1,0,16.1
426,2025-12-01,0,0,14.7
427,2025-02-01,1,0,17.3
427,2025-03-01,1,0,22.3
427,2025-04-01,1,0,12.8
427,2025-05-01,1,2,14.9
427,2025-06-01,1,0,13.7
427,2025-07-01,1,0,15.2
427,2025-08-01,1,2,17.8
427,2025-09-01,1,0,12.3
427,2025-10-01,1,0,17.0
427,2025-11-01,1,1,14.1
427,2025-12-01,1,0,10.7
428,2025-07-01,0,0,23.4
429,2025-04-01,1,0,9.3
429,2025-05-01,1,0,10.9
429,2025-06-01,1,0,10.2
429,2025-07-01,1,0,14.8
429,2025-08-01,1,1,15.4
429,2025-09-01,1,0,15.9
429,2025-10-01,1,0,9.9
429,2025-11-01,1,0,18.2
429,2025-12-01,1,0,9.6
430,2025-03-01,1,0,21.4
430,2025-04-01,1,0,19.7
430,2025-05-01,0,1,16.5
431,2025-03-01,1,0,5.2
431,2025-04-01,1,1,5.0
431,2025-05-01,1,0,8.4
431,2025-06-01,1,0,2.7
431,2025-07-01,1,1,8.7
431,2025-08-01,0,0,8.7
432,2024-08-01,1,0,13.1
432,2024-09-01,1,1,18.1
432,2024-10-01,1,1,10.5
432,2024-11-01,1,1,8.7
432,2024-12-01,1,1,4.0
432,2025-01-01,0,1,3.6
433,2025-03-01,1,1,0.7
433,2025-04-01,1,2,0.0
433,2025-05-01,1,0,0.0
433,2025-06-01,1,0,5.1
433,2025-07-01,0,1,6.1
434,2024-12-01,1,0,13.7
434,2025-01-01,0,1,18.4
435,2025-08-01,1,0,27.7
435,2025-09-01,1,1,28.1
435,2025-10-01,1,0,20.7
435,2025-11-01,1,2,14.0
435,2025-12-01,1,0,10.9
436,2025-10-01,1,0,24.0
436,2025-11-01,1,0,23.8
436,2025-12-01,1,1,16.7
437,2025-05-01,1,0,13.0
437,2025-06-01,1,1,7.3
437,2025-07-01,1,0,5.8
437,2025-08-01,1,0,10.9
437,2025-09-01,1,0,8.8
437,2025-10-01,1,1,3.0
437,2025-11-01,0,0,2.2
438,2025-03-01,1,0,19.6
438,2025-04-01,1,0,21.1
438,2025-05-01,1,0,22.4
438,2025-06-01,1,1,23.5
438,2025-07-01,1,0,20.9
438,2025-08-01,1,0,18.8
438,2025-09-01,1,0,23.4
438,2025-10-01,0,2,19.9
439,2025-04-01,1,0,16.0
439,2025-05-01,1,0,9.5
439,2025-06-01,1,0,5.7
439,2025-07-01,0,1,5.9
440,2025-05-01,1,1,18.4
440,2025-06-01,1,0,13.3
440,2025-07-01,1,0,8.6
440,2025-08-01,1,1,13.5
440,2025-09-01,1,2,7.4
440,2025-10-01,1,1,4.9
440,2025-11-01,1,0,1.4
440,2025-12-01,1,0,0.8
441,2024-09-01,1,0,11.5
441,2024-10-01,1,0,9.5
441,2024-11-01,1,1,6.1
441,2024-12-01,1,0,2.9
441,2025-01-01,0,1,3.0
442,2025-07-01,1,1,4.4
442,2025-08-01,0,2,0.0
443,2025-03-01,1,0,11.8
443,2025-04-01,0,0,3.6
444,2025-10-01,1,0,31.1
444,2025-11-01,1,0,27.8
444,2025-12-01,1,0,22.9
445,2025-11-01,1,1,33.9
445,2025-12-01,1,0,30.1
446,2025-07-01,1,0,11.6
446,2025-08-01,1,0,10.7
446,2025-09-01,0,2,13.1
447,2025-06-01,1,1,3.2
447,2025-07-01,1,1,12.4
447,2025-08-01,1,0,8.7
447,2025-09-01,1,1,5.0
447,2025-10-01,1,1,3.4
447,2025-11-01,1,0,11.3
447,2025-12-01,1,1,8.8
448,2025-09-01,1,0,32.8
448,2025-10-01,1,0,34.1
448,2025-11-01,1,1,41.0
448,2025-12-01,1,0,33.1
449,2024-07-01,1,1,15.7
449,2024-08-01,1,0,19.9
449,2024-09-01,1,0,19.5
449,2024-10-01,0,1,16.1
450,2025-06-01,1,0,23.0
450,2025-07-01,1,0,21.5
450,2025-08-01,1,0,19.3
450,2025-09-01,1,0,24.0
450,2025-10-01,0,1,19.8
451,2024-09-01,1,0,11.4
451,2024-10-01,1,0,14.9
451,2024-11-01,1,0,10.6
451,2024-12-01,1,1,7.2
451,2025-01-01,1,0,16.4
451,2025-02-01,1,1,10.7
451,2025-03-01,1,1,10.9
451,2025-04-01,1,0,15.9
451,2025-05-01,1,0,13.2
451,2025-06-01,1,0,13.0
451,2025-07-01,0,1,13.0
452,2025-01-01,1,0,17.6
452,2025-02-01,1,1,14.1
452,2025-03-01,1,0,13.9
452,2025-04-01,1,0,14.8
452,2025-05-01,1,0,10.0
452,2025-06-01,1,0,1.7
452,2025-07-01,1,0,4.1
452,2025-08-01,0,1,3.6
453,2025-06-01,1,1,20.2
453,2025-07-01,1,2,7.6
453,2025-08-01,0,0,8.1
454,2024-07-01,1,0,16.9
454,2024-08-01,1,0,17.3
454,2024-09-01,0,1,21.4
455,2025-06-01,1,0,21.6
455,2025-07-01,1,0,19.1
455,2025-08-01,1,0,22.1
455,2025-09-01,1,0,23.6
455,2025-10-01,1,0,24.5
455,2025-11-01,1,0,23.9
455,2025-12-01,1,0,21.6
456,2025-12-01,1,0,5.8
457,2025-04-01,1,0,13.6
457,2025-05-01,1,0,19.6
457,2025-06-01,0,0,18.4
458,2025-12-01,1,1,25.4
459,2025-09-01,1,0,6.8
459,2025-10-01,1,1,2.7
459,2025-11-01,1,0,3.1
459,2025-12-01,1,0,4.6
460,2024-08-01,1,0,6.6
460,2024-09-01,1,1,1.8
460,2024-10-01,1,1,3.1
460,2024-11-01,1,0,2.8
460,2024-12-01,0,1,5.8
461,2025-03-01,1,0,34.5
461,2025-04-01,1,0,35.7
461,2025-05-01,0,0,34.4
462,2025-08-01,1,1,13.5
462,2025-09-01,1,2,21.9
462,2025-10-01,1,0,16.1
462,2025-11-01,0,0,12.5
463,2024-12-01,0,0,9.2
464,2025-05-01,1,0,23.2
464,2025-06-01,1,1,22.5
464,2025-07-01,0,0,19.9
465,2025-10-01,1,0,27.8
465,2025-11-01,1,0,20.8
465,2025-12-01,1,1,25.7
466,2025-10-01,0,0,23.6
467,2024-08-01,1,0,8.6
467,2024-09-01,1,0,2.7
467,2024-10-01,1,1,5.9
467,2024-11-01,1,0,10.3
467,2024-12-01,1,0,8.5
467,2025-01-01,1,0,11.9
467,2025-02-01,1,0,10.8
467,2025-03-01,1,1,7.8
467,2025-04-01,1,0,10.4
467,2025-05-01,1,1,7.2
467,2025-06-01,0,1,4.5
468,2025-01-01,0,1,30.9
469,2025-06-01,1,0,30.3
469,2025-07-01,1,1,23.4
469,2025-08-01,0,1,21.2
470,2024-07-01,1,0,28.0
470,2024-08-01,1,1,27.3
470,2024-09-01,1,0,18.8
470,2024-10-01,1,0,27.0
470,2024-11-01,1,0,24.2
470,2024-12-01,1,0,24.9
470,2025-01-01,1,1,26.9
470,2025-02-01,1,0,28.7
470,2025-03-01,1,0,27.3
470,2025-04-01,1,0,21.1
470,2025-05-01,1,0,25.1
470,2025-06-01,0,1,23.3
471,2024-11-01,1,0,7.8
471,2024-12-01,1,0,10.9
471,2025-01-01,1,1,10.8
471,2025-02-01,1,1,4.5
471,2025-03-01,0,1,6.6
472,2025-02-01,1,1,24.4
472,2025-03-01,1,0,18.7
472,2025-04-01,1,0,17.5
472,2025-05-01,1,0,7.6
472,2025-06-01,0,0,13.6
473,2025-12-01,1,0,14.8
474,2024-10-01,1,1,10.8
474,2024-11-01,1,2,4.8
474,2024-12-01,1,0,12.3
474,2025-01-01,1,0,8.7
474,2025-02-01,0,0,10.7
475,2025-10-01,1,0,18.0
475,2025-11-01,1,0,16.5
475,2025-12-01,0,2,6.3
476,2025-06-01,1,1,17.0
476,2025-07-01,1,0,17.1
476,2025-08-01,0,0,13.2
477,2024-12-01,1,1,1.8
477,2025-01-01,1,0,4.0
477,2025-02-01,1,1,0.1
477,2025-03-01,0,1,3.0
478,2025-08-01,1,1,13.0
478,2025-09-01,1,0,12.8
478,2025-10-01,1,0,14.0
478,2025-11-01,1,0,19.5
478,2025-12-01,1,0,15.8
479,2024-11-01,1,0,14.6
479,2024-12-01,1,0,17.4
479,2025-01-01,1,1,16.6
479,2025-02-01,1,0,16.5
479,2025-03-01,1,0,19.3
